id;title;imdbID;rtAllCriticsRating;rtAllCriticsNumReviews;rtAllCriticsNumFresh;rtAllCriticsNumRotten;rtAllCriticsScore;rtTopCriticsRating;rtTopCriticsNumReviews;rtTopCriticsNumFresh;rtTopCriticsNumRotten;rtTopCriticsScore;rtAudienceRating;rtAudienceNumRatings;rtAudienceScore
3036;La guerre du feu;82484;7;14;11;3;78;0;1;1;0;100;3.5;2238;71
3037;Little Big Man;65988;7.9;25;24;1;96;0;2;2;0;100;3.8;3720;84
3038;A Face in the Crowd;50371;7.8;21;19;2;90;0;3;3;0;100;4.2;1221;93
3039;Trading Places;86465;7.2;36;32;4;88;6.8;5;4;1;80;3.5;12785;82
3040;Meatballs;79540;6.2;28;20;8;71;0;3;2;1;66;3;3676;54
3041;Meatballs Part II;87700;0;0;0;0;0;0;0;0;0;0;0;0;0
3042;Meatballs III: Summer Job;93516;0;0;0;0;0;0;0;0;0;0;0;0;0
3043;Meatballs 4;104837;0;2;0;2;0;0;0;0;0;0;0;0;0
3044;Dead Again;101669;7.3;37;31;6;83;7;5;3;2;60;3.6;2979;75
3045;Peter's Friends;105130;6.3;25;19;6;76;0;2;1;1;50;3.6;1706;73
3046;The Incredibly True Adventure of Two Girls in Love;113416;6.5;9;6;3;66;0;3;1;2;33;3.5;1299;70
3047;Experience Preferred... But Not Essential;83911;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
3048;Under the Rainbow;83254;0;4;0;4;0;0;2;0;2;0;3.1;194;46
3049;How I Won the War;61789;5.7;12;7;5;58;0;4;0;4;0;3.3;537;58
3050;Light It Up;172726;4.9;47;18;29;38;5.3;17;8;9;47;3.6;1219;76
3051;Anywhere But Here;149691;6.4;86;55;31;63;6.7;23;15;8;65;3;4760;52
3052;Dogma;120655;6.3;126;85;41;67;5.8;28;14;14;50;3.6;61754;84
3053;Joan of Arc;151137;4.5;72;22;50;30;3.4;21;1;20;4;3.1;8110;57
3054;Pokémon: The First Movie;190641;3.6;75;11;64;14;3.7;22;3;19;13;2.8;10617;55
3055;Felicia's Journey;165773;7.4;40;35;5;87;7.8;8;8;0;100;3.4;694;66
3056;Oxygen;160620;6.5;10;7;3;70;0;0;0;0;0;0;0;0
3057;Where's Marlowe?;118150;4.4;11;2;9;18;0;3;0;3;0;3;183;46
3058;Planet of the Apes;63442;7.4;44;39;5;88;5.5;5;3;2;60;3.4;12844;80
3060;The Commitments;101605;7.5;38;34;4;89;6.5;9;7;2;77;3.7;4765;88
3061;Holiday Inn;34862;7.1;20;20;0;100;0;3;3;0;100;4;3215;87
3062;The Longest Day;56197;7.5;12;11;1;91;0;0;0;0;0;0;0;0
3063;Poison Ivy;105156;5;26;11;15;42;4.2;6;1;5;16;2.7;5842;40
3064;Poison Ivy: The New Seduction;119908;0;3;0;3;0;0;0;0;0;0;0;0;0
3065;Nothing to Lose;119807;5.1;23;6;17;26;5.7;5;1;4;20;3.1;5245;67
3066;Tora! Tora! Tora!;66473;6.3;17;12;5;70;0;2;1;1;50;3.6;3254;79
3067;Mujeres al borde de un ataque de nervios;95675;7.6;26;23;3;88;0;4;4;0;100;4;6254;88
3068;The Verdict;84855;7.8;24;23;1;95;0;3;2;1;66;3.8;2332;85
3069;The Effect of Gamma Rays on Man-in-the-Moon Marigolds;68528;0;0;0;0;0;0;0;0;0;0;0;0;0
3070;The Adventures of Buckaroo Banzai Across the 8th Dimension;86856;6.4;34;23;11;67;0;3;2;1;66;3.4;3969;69
3071;Stand and Deliver;94027;6;14;9;5;64;0;1;0;1;0;3.6;2645;78
3072;Moonstruck;93565;7.7;36;33;3;91;7.3;6;5;1;83;3.4;7943;77
3073;The Sandpiper;59674;0;0;0;0;0;0;0;0;0;0;0;0;0
3074;Jeremiah Johnson;68762;7.1;14;13;1;92;0;2;2;0;100;3.9;3595;85
3075;Repulsion;59646;8.8;44;44;0;100;8.3;6;6;0;100;4;4466;87
3076;Irma la Douce;57187;7.4;13;11;2;84;0;2;1;1;50;3.7;1630;76
3077;42: Forty Two Up;164312;7.8;31;28;3;90;7.8;8;7;1;87;4;803;88
3078;Liberty Heights;165859;7.3;45;39;6;86;7.8;11;11;0;100;3.4;1048;71
3079;Mansfield Park;178737;6.9;66;50;16;75;6.3;18;10;8;55;3.6;6288;77
3081;Sleepy Hollow;162661;6.3;124;84;40;67;6.2;30;20;10;66;3.5;93949;79
3082;The World Is Not Enough;143145;0;1;0;1;0;0;0;0;0;0;0;0;0
3083;Todo sobre mi madre;185125;8;80;78;2;97;8;23;22;1;95;4.2;16912;93
3085;La morte vivante;84357;0;2;1;1;50;0;0;0;0;0;0;0;0
3086;Babes in Toyland;24852;8.4;12;12;0;100;0;2;2;0;100;3.6;865;78
3087;Scrooged;96061;5.8;38;24;14;63;3.8;6;1;5;16;3.3;11201;68
3088;Last Chance Harvey;1046947;6.2;146;102;44;69;6.1;27;19;8;70;3.2;14302;52
3089;Ladri di biciclette;40522;8.8;47;45;2;95;8.8;7;7;0;100;4.3;8603;94
3090;Matewan;93509;8.3;17;17;0;100;0;0;0;0;0;0;0;0
3091;Kagemusha;80979;7.5;19;16;3;84;0;2;1;1;50;4.2;4005;91
3092;Chûshingura;55850;0;1;0;1;0;0;0;0;0;0;0;0;0
3093;McCabe & Mrs. Miller;67411;8.4;35;31;4;88;6.3;5;3;2;60;4;2372;85
3094;Maurice;93512;7;10;9;1;90;0;1;1;0;100;3.9;2148;82
3095;The Grapes of Wrath;32551;8.9;36;36;0;100;8;5;5;0;100;3.8;4868;85
3096;My Man Godfrey;28010;8.4;26;26;0;100;8;6;6;0;100;4.1;1791;90
3097;The Shop Around the Corner;33045;8.4;20;20;0;100;0;4;4;0;100;4.1;3559;89
3098;The Natural;87781;7;31;25;6;80;5.8;5;2;3;40;3.7;6978;86
3099;Shampoo;73692;6.1;28;17;11;60;5;5;1;4;20;3.2;1397;52
3100;A River Runs Through It;105265;6.8;38;31;7;81;7.4;9;8;1;88;3.5;13036;79
3101;Fatal Attraction;93010;6.8;42;34;8;80;6.7;7;5;2;71;3.2;8130;67
3102;Jagged Edge;89360;6.7;26;22;4;84;6.2;5;3;2;60;3.2;969;54
3103;Stanley & Iris;100680;4;14;4;10;28;0;4;1;3;25;3.1;683;44
3104;Midnight Run;95631;7.7;26;25;1;96;0;2;1;1;50;3.6;5155;82
3105;Awakenings;99077;6.7;28;25;3;89;0;1;1;0;100;3.6;10377;85
3106;Come See the Paradise;99291;5.5;9;6;3;66;0;2;1;1;50;3.5;180;61
3107;Backdraft;101393;6;39;28;11;71;4.4;7;3;4;42;3.3;17142;73
3108;The Fisher King;101889;7;50;43;7;86;6.8;8;6;2;75;3.6;8960;83
3109;Frozen River;978759;7.3;125;109;16;87;7.9;26;24;2;92;3.2;9338;71
3110;North Country;395972;6.7;166;114;52;68;6.8;38;26;12;68;3.5;14739;72
3111;Places in the Heart;87921;8;20;20;0;100;0;3;3;0;100;3.7;1290;80
3112;'night, Mother;90556;0;1;1;0;100;0;0;0;0;0;0;0;0
3113;End of Days;146675;3.7;98;11;87;11;3.3;24;1;23;4;2.8;14087;41
3114;Toy Story;114709;9;73;73;0;100;8.5;17;17;0;100;3.7;102338;81
3115;Flawless;780516;5.7;90;50;40;55;6;17;12;5;70;3.3;5982;56
3116;Miss Julie;189744;5.6;21;8;13;38;5.2;6;1;5;16;3.2;300;57
3117;Ride with the Devil;134154;6.2;64;40;24;62;5.9;18;10;8;55;3.3;1734;62
3118;Tumbleweeds;161023;7;64;54;10;84;7.1;22;19;3;86;3.5;368;66
3119;Reazione a catena;67656;7.5;9;8;1;88;0;0;0;0;0;0;0;0
3120;The Distinguished Gentleman;104114;4;14;2;12;14;0;2;0;2;0;2.8;1961;40
3121;The Hitch-Hiker;45877;7.6;5;5;0;100;0;0;0;0;0;0;0;0
3122;Santa Fe Trail;33021;0;3;3;0;100;0;0;0;0;0;0;0;0
3124;Agnes Browne;160509;5.3;26;10;16;38;5.8;6;2;4;33;3.5;307;70
3125;The End of the Affair;172396;6.6;66;44;22;66;6.5;16;9;7;56;3.6;3227;73
3126;The End of the Affair;172396;6.6;66;44;22;66;6.5;16;9;7;56;3.6;3227;73
3127;Holy Smoke;144715;5.6;73;32;41;43;5.4;22;8;14;36;3;2300;46
3128;A Map of the World;160513;6.4;54;35;19;64;6.6;17;12;5;70;3.2;587;51
3129;Sweet and Lowdown;158371;6.8;59;46;13;77;6.5;16;11;5;68;3.6;3877;76
3130;The Bonfire of the Vanities;99165;3.8;30;7;23;23;0;2;0;2;0;2.6;3216;28
3131;Broadway Damage;118780;3.5;7;2;5;28;0;1;0;1;0;3;241;43
3132;Daddy Long Legs;47969;0;1;1;0;100;0;0;0;0;0;0;0;0
3133;Go West;32536;6.5;9;8;1;88;0;0;0;0;0;0;0;0
3134;La grande illusion;28950;9.2;34;33;1;97;0;4;4;0;100;4.3;2864;93
3135;The Great Santini;79239;7.8;17;16;1;94;0;1;1;0;100;3.6;592;74
3136;The James Dean Story;50558;0;1;1;0;100;0;0;0;0;0;0;0;0
3137;The Sea Wolves;81470;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
3138;Stealing Home;96171;3.4;9;2;7;22;0;1;0;1;0;3.5;936;71
3139;Tarzan the Fearless;24645;0;1;1;0;100;0;0;0;0;0;0;0;0
3140;Three Ages;14538;7.4;7;7;0;100;0;0;0;0;0;0;0;0
3141;The Two Jakes;100828;5.4;16;10;6;62;0;2;2;0;100;2.9;1401;37
3142;U2: Rattle and Hum;96328;5.7;12;8;4;66;0;0;0;0;0;0;0;0
3143;Hell in the Pacific;63056;6.8;10;8;2;80;0;0;0;0;0;0;0;0
3144;The Glass Bottom Boat;60463;5.6;6;3;3;50;0;0;0;0;0;0;0;0
3145;Cradle Will Rock;150216;6.2;66;42;24;63;5.9;14;10;4;71;3.4;1693;65
3146;Deuce Bigalow: Male Gigolo;205000;4;73;17;56;23;3.2;18;1;17;5;2.9;18036;55
3147;The Green Mile;120689;6.8;128;99;29;77;6.2;32;23;9;71;4.1;124792;93
3148;The Cider House Rules;124315;6.6;109;77;32;70;6.5;25;17;8;68;3.4;9660;75
3149;Diamonds;167423;4;34;9;25;26;3.8;10;3;7;30;2.7;365;32
3150;Punisher: War Zone;450314;4.2;96;25;71;26;3.7;21;1;20;4;3;29393;47
3151;The Bat Whispers;20668;0;4;2;2;50;0;1;0;1;0;3.4;96;67
3152;The Last Picture Show;67328;8.6;33;33;0;100;8.5;5;5;0;100;4;3677;88
3153;The 7th Voyage of Sinbad;51337;7.5;14;14;0;100;0;1;1;0;100;3.5;2006;68
3154;Blood on the Sun;37547;0;3;3;0;100;0;0;0;0;0;0;0;0
3155;Anna and the King;166485;5.9;97;49;48;50;5.3;28;10;18;35;3.2;10877;63
3156;Bicentennial Man;182789;4.8;93;35;58;37;4.6;23;6;17;26;3;22610;58
3157;Stuart Little 2;243585;6.9;114;95;19;83;6.9;29;26;3;89;2.7;10893;44
3158;Jing Ke ci Qin Wang;162866;7.4;34;29;5;85;7.2;5;3;2;60;3.7;1522;76
3159;Fantasia/2000;120910;7;78;64;14;82;5.9;22;14;8;63;3.3;9364;67
3160;Magnolia;175880;7.5;138;114;24;82;6.8;32;25;7;78;3.7;39673;88
3161;Onegin;119079;5.5;20;8;12;40;0;4;1;3;25;3.6;1473;69
3162;Simpatico;174204;4.6;59;14;45;23;4.3;18;3;15;16;2.4;294;18
3163;Topsy-Turvy;151568;7.8;83;74;9;89;7.9;19;18;1;94;3.6;1113;73
3165;3-4 x jûgatsu;98967;6.8;7;6;1;85;0;1;1;0;100;3.5;702;66
3166;Brenda Starr;96978;0;0;0;0;0;0;0;0;0;0;0;0;0
3167;Carnal Knowledge;66892;7.7;26;23;3;88;0;4;3;1;75;3.5;1350;70
3168;Easy Rider;64276;7.9;37;32;5;86;0;4;2;2;50;3.7;13558;81
3169;The Falcon and the Snowman;87231;7.3;15;13;2;86;0;1;1;0;100;3.3;1167;62
3171;Room at the Top;53226;8.3;10;10;0;100;0;0;0;0;0;0;0;0
3172;Ulisse;47630;0;2;2;0;100;0;0;0;0;0;0;0;0
3173;Any Given Sunday;146838;5.5;118;58;60;49;5.5;30;16;14;53;3.3;21068;70
3174;Man on the Moon;125664;6.2;117;73;44;62;5.3;31;16;15;51;3.3;15027;74
3175;Galaxy Quest;177789;7.2;111;99;12;89;6.9;27;22;5;81;3;19804;67
3176;The Talented Mr. Ripley;134119;7.3;125;103;22;82;6.9;31;24;7;77;3.3;18951;75
3177;Next Friday;195945;3.9;62;13;49;20;4.1;21;5;16;23;3.2;25065;77
3178;The Hurricane;29030;0;1;1;0;100;0;0;0;0;0;0;0;0
3179;Angela's Ashes;145653;5.7;84;44;40;52;5.3;26;10;16;38;3.6;4588;79
3180;Play It to the Bone;196857;4;78;9;69;11;3.9;24;4;20;16;2.7;1727;29
3181;Titus;120866;6.5;74;50;24;67;6;21;12;9;57;3.7;4498;83
3182;Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.;192335;8.4;38;38;0;100;9.2;5;5;0;100;3.8;935;85
3183;The Third Miracle;174268;6.2;33;22;11;66;7.6;5;5;0;100;3.2;499;54
3184;Scarface;86250;7.5;50;44;6;88;8;5;4;1;80;4.1;121090;93
3185;Snow Falling on Cedars;120834;5.2;88;35;53;39;4.6;26;7;19;26;3.4;2061;67
3186;Girl, Interrupted;172493;5.7;111;59;52;53;5.1;30;12;18;40;3.5;36814;83
3188;The Life and Times of Hank Greenberg;208261;7.4;45;43;2;95;7.4;9;8;1;88;3.5;218;69
3189;My Dog Skip;156812;6.7;80;58;22;72;6.6;24;17;7;70;3.1;5324;63
3190;Supernova;134983;3.2;60;6;54;10;3.2;18;3;15;16;2.4;3150;21
3191;The Quarry;169156;4.5;5;1;4;20;0;0;0;0;0;0;0;0
3192;Theeviravaathi: The Terrorist;169302;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
3193;Heavenly Creatures;110005;8.3;41;39;2;95;7.8;9;9;0;100;3.7;8208;82
3194;The Way We Were;70903;6;19;12;7;63;0;3;1;2;33;3.7;5344;82
3195;Tess of the Storm Country;13662;0;0;0;0;0;0;0;0;0;0;0;0;0
3196;Stalag 17;46359;8.3;28;27;1;96;8.1;6;6;0;100;4.2;3492;92
3197;The Presidio;95897;4.8;13;6;7;46;0;1;0;1;0;3;1838;39
3198;Papillon;70511;7.7;13;12;1;92;0;2;1;1;50;0;0;0
3199;Pal Joey;50815;6.5;7;5;2;71;0;0;0;0;0;0;0;0
3200;The Last Detail;70290;7.8;24;22;2;91;0;3;3;0;100;3.9;1988;85
3201;Five Easy Pieces;65724;8.2;30;25;5;83;6.5;5;3;2;60;3.9;4148;85
3202;Auch Zwerge haben klein angefangen;65436;7.9;8;8;0;100;0;2;2;0;100;3.8;1310;76
3203;Dead Calm;97162;7.5;21;20;1;95;0;1;1;0;100;3.1;4726;57
3204;The Boys from Brazil;77269;6.2;26;17;9;65;0;2;0;2;0;3.5;1963;68
3205;La maschera del demonio;54067;7.2;15;12;3;80;0;1;0;1;0;3.8;1726;79
3206;Against All Odds;86859;5.6;9;6;3;66;0;1;1;0;100;3;1230;46
3207;The Snows of Kilimanjaro;45162;0;4;4;0;100;0;0;0;0;0;0;0;0
3208;Loaded Weapon 1;107659;3.5;22;3;19;13;0;4;0;4;0;2.8;4689;50
3209;The Loves of Carmen;40552;0;1;0;1;0;0;0;0;0;0;0;0;0
3210;Fast Times at Ridgemont High;83929;6.7;44;35;9;79;3.9;6;2;4;33;3.5;26337;76
3211;Evil Angels;94924;6.8;20;18;2;90;0;1;1;0;100;3.3;1554;63
3213;Batman: Mask of the Phantasm;106364;6.9;23;20;3;86;0;3;1;2;33;3.4;14817;73
3214;American Flyers;88707;5.5;20;12;8;60;0;3;0;3;0;3.2;1640;57
3215;Voyage of the Damned;75406;5.2;5;4;1;80;0;0;0;0;0;0;0;0
3216;Vampiros lesbos;66380;5.6;6;3;3;50;0;1;0;1;0;3;1298;45
3217;A Star Is Born;29606;7.3;11;11;0;100;0;0;0;0;0;0;0;0
3218;Poison;102687;7;12;10;2;83;0;1;1;0;100;3.5;529;65
3219;Pacific Heights;100318;5.2;22;10;12;45;0;2;0;2;0;3.1;1624;51
3220;Night Tide;55230;0;0;0;0;0;0;0;0;0;0;0;0;0
3221;The Draughtsman's Contract;83851;8;17;17;0;100;0;2;2;0;100;3.9;1191;84
3222;U-Carmen e-Khayelitsha;445776;7.4;20;19;1;95;7.8;7;7;0;100;3.2;1204;50
3223;A Zed & Two Noughts;90366;6.7;19;15;4;78;0;1;1;0;100;4;1255;86
3224;Suna no onna;58625;8.7;14;14;0;100;0;1;1;0;100;4.3;1517;92
3225;Down to You;186975;3.2;58;2;56;3;2.8;16;0;16;0;2.7;6516;51
3226;Hellhounds on My Trail: The Afterlife of Robert Johnson;197544;0;0;0;0;0;0;0;0;0;0;0;0;0
3230;The Odessa File;71935;5.7;14;9;5;64;0;2;0;2;0;3.4;663;64
3231;The Saphead;11652;0;0;0;0;0;0;0;0;0;0;0;0;0
3232;Seven Chances;16332;8.8;12;12;0;100;0;0;0;0;0;0;0;0
3235;Where the Buffalo Roam;81748;4.7;12;3;9;25;0;1;0;1;0;3.6;5671;75
3237;Falkens öga;183065;6.6;7;5;2;71;0;1;1;0;100;3.2;281;38
3238;Eye of the Beholder;120662;3.4;86;8;78;9;3.1;20;1;19;5;2.7;2529;34
3239;Isn't She Great;141399;4;60;15;45;25;3.7;22;5;17;22;2.9;563;41
3240;The Big Tease;156639;5.7;39;22;17;56;5.7;15;9;6;60;3.2;496;56
3241;Phörpa;201840;6.9;33;28;5;84;7;7;6;1;85;4;324;85
3242;Santitos;126651;6.3;7;4;3;57;0;1;1;0;100;3.3;199;58
3243;Encino Man;104187;3.1;29;4;25;13;2.6;6;0;6;0;2.9;9527;58
3244;The Goodbye Girl;76095;6.5;15;12;3;80;0;1;1;0;100;3.8;1711;84
3245;Soy Cuba;58604;8.6;31;31;0;100;8.9;7;7;0;100;4.2;1082;91
3246;Malcolm X;104797;7.4;51;46;5;90;6.6;9;6;3;66;3.8;11524;90
3247;Sister Act;105417;5.6;18;12;6;66;0;2;1;1;50;3.1;27888;66
3248;Sister Act 2: Back in the Habit;108147;3;28;2;26;7;3.5;8;1;7;12;3;21141;66
3249;The Hand That Rocks the Cradle;104389;5.6;32;18;14;56;5.2;6;3;3;50;3.1;4973;60
3250;Alive;106246;6.4;21;15;6;71;0;3;1;2;33;3.3;5360;68
3251;Agnes of God;88683;5.5;17;9;8;52;0;1;0;1;0;3.2;1316;55
3252;Scent of a Woman;105323;7.2;32;30;2;93;0;3;3;0;100;3.7;23625;90
3253;Wayne's World;105793;6.8;45;38;7;84;6.4;7;5;2;71;3.4;45784;80
3254;Wayne's World 2;108525;5.8;42;25;17;59;7.1;7;6;1;85;3.1;24416;64
3255;A League of Their Own;104694;0;0;0;0;0;0;0;0;0;0;0;0;0
3256;Patriot Games;105112;6;28;21;7;75;3.8;5;0;5;0;3.4;13313;70
3257;The Bodyguard;103855;4.8;24;9;15;37;0;2;1;1;50;2.9;15937;61
3258;Death Becomes Her;104070;0;0;0;0;0;0;0;0;0;0;0;0;0
3259;Far and Away;104231;5.2;21;10;11;47;0;2;0;2;0;3.1;11238;61
3260;Howards End;104454;8.2;34;31;3;91;9.8;5;5;0;100;3.7;3467;80
3261;Singles;105415;6.9;40;32;8;80;7.5;8;6;2;75;3.4;4630;70
3262;Twin Peaks: Fire Walk with Me;105665;6.2;50;31;19;62;4.4;5;2;3;40;3.6;10347;79
3263;White Men Can't Jump;105812;6.3;37;29;8;78;6;7;5;2;71;3;9040;61
3264;Buffy the Vampire Slayer;103893;4.1;34;11;23;32;3.9;6;2;4;33;2.8;18735;44
3265;Lat sau san taam;104684;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
3266;C'est arrivé près de chez vous;103905;7.3;14;12;2;85;0;1;1;0;100;4.1;6544;90
3267;El mariachi;104815;7;25;23;2;92;7.6;5;5;0;100;3.5;11481;73
3268;Stop! Or My Mom Will Shoot;105477;2.5;23;1;22;4;0;4;0;4;0;2.2;5278;26
3269;Forever Young;104291;5.3;16;8;8;50;0;1;0;1;0;3.1;9230;55
3270;The Cutting Edge;104040;6.1;12;7;5;58;0;3;2;1;66;3.3;6209;76
3271;Of Mice and Men;105046;7.9;25;24;1;96;8.9;6;6;0;100;3.5;6505;77
3272;Bad Lieutenant;103759;6.9;38;29;9;76;6.7;10;7;3;70;3.5;4087;73
3273;Scream 3;134084;5.2;94;36;58;38;5.1;23;9;14;39;2.8;28349;49
3274;Single White Female;105414;5.3;39;23;16;58;4.9;8;4;4;50;2.9;3934;49
3275;The Boondock Saints;144117;4;21;4;17;19;0;1;0;1;0;4.2;104281;93
3276;Gun Shy;171356;4.5;42;10;32;23;3.8;10;2;8;20;2.9;1203;40
3278;Gendernauts - Eine Reise durch die Geschlechter;192069;0;2;1;1;50;0;0;0;0;0;0;0;0
3280;Gone Baby Gone;452623;7.7;164;154;10;93;7.4;36;33;3;91;3.8;95109;84
3281;The Brandon Teena Story;144801;6.2;12;8;4;66;0;2;2;0;100;3.7;649;70
3282;Different for Girls;116102;5.9;24;12;12;50;6.7;10;7;3;70;3.5;391;65
3283;Minnie and Moskowitz;67433;7.3;10;8;2;80;0;2;1;1;50;0;0;0
3284;They Might Be Giants;67848;7.1;9;7;2;77;0;0;0;0;0;0;0;0
3285;The Beach;163978;4.4;116;22;94;18;3.9;31;4;27;12;2.9;21479;59
3286;Snow Day;184907;4.2;62;16;46;25;4;20;5;15;25;2.5;4272;33
3287;The Tigger Movie;220099;5.9;70;43;27;61;5.7;19;10;9;52;3.2;5413;63
3289;Yi ge dou bu neng shao;209189;7.6;42;40;2;95;7.8;10;10;0;100;4;1451;88
3292;The Big Combo;47878;7;12;11;1;91;0;3;2;1;66;3.5;764;69
3293;Conceiving Ada;118882;6.6;11;9;2;81;0;1;1;0;100;3.2;57;50
3294;Eaten Alive;74455;4.4;10;1;9;10;0;0;0;0;0;0;0;0
3295;Raining Stones;107920;8;11;11;0;100;0;4;4;0;100;3.9;560;88
3296;To Sir, with Love;62376;7.1;23;21;2;91;0;4;3;1;75;3.8;4209;85
3298;Boiler Room;181984;6.4;97;65;32;67;6.7;22;17;5;77;3.4;7689;75
3300;Pitch Black;134847;5.6;100;55;45;55;4.9;26;10;16;38;3.4;39767;79
3301;The Whole Nine Yards;190138;5.2;93;42;51;45;5;25;10;15;40;3.2;16066;67
3302;Beautiful People;159272;6.7;24;19;5;79;7.6;6;6;0;100;3.9;289;82
3303;Black Tar Heroin: The Dark End of the Street;221023;0;0;0;0;0;0;0;0;0;0;0;0;0
3304;Blue Collar Comedy Tour: The Movie;330069;6.8;13;12;1;92;7;8;8;0;100;3.6;6829;82
3305;Bluebeard;36653;7.6;7;7;0;100;0;0;0;0;0;0;0;0
3306;Monty Python's Flying Circus;63929;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N;\N
3307;City Lights;21749;9;37;37;0;100;8.8;8;8;0;100;4.3;7937;94
3308;The Flamingo Kid;87265;6.8;17;15;2;88;0;4;4;0;100;2.8;700;39
3309;A Dog's Life;9018;0;0;0;0;0;0;0;0;0;0;0;0;0
3310;The Karate Kid;87538;6.9;41;37;4;90;6.9;5;4;1;80;3.3;20688;71
3311;The Man from Laramie;48342;7.6;6;6;0;100;0;0;0;0;0;0;0;0
3313;Class Reunion;84395;2.4;6;0;6;0;0;0;0;0;0;0;0;0
3314;The Big Trees;44420;0;1;0;1;0;0;0;0;0;0;0;0;0
3315;Happy Go Lovely;43618;0;0;0;0;0;0;0;0;0;0;0;0;0
3316;Reindeer Games;184858;4.2;86;21;65;24;4.4;26;8;18;30;2.5;4918;33
3317;Wonder Boys;185014;7.2;122;99;23;81;7.1;28;23;5;82;3.5;7544;79
3318;Deterrence;158583;5.3;38;17;21;44;5.3;12;5;7;41;3.2;258;54
3319;Judy Berlin;181618;7.1;29;23;6;79;7.8;5;4;1;80;3.4;156;73
3320;Mifunes sidste sang;164756;6.7;30;22;8;73;8;6;6;0;100;3.8;534;84
3322;3 Strikes;199290;2.3;29;0;29;0;2.4;11;0;11;0;3.1;1088;60
3323;Chain of Fools;194368;0;0;0;0;0;0;0;0;0;0;0;0;0
3324;Drowning Mona;186045;4.4;75;22;53;29;4.2;23;7;16;30;2.7;2361;40
3325;The Next Best Thing;156841;3.6;91;17;74;18;3.3;27;3;24;11;2.6;3665;36
3326;What Planet Are You From?;181151;5;77;32;45;41;4.1;23;7;16;30;2.5;1064;25
3327;Beyond the Mat;218043;6.7;65;53;12;81;6.2;18;13;5;72;3.6;1609;79
3328;Ghost Dog: The Way of the Samurai;165798;7;91;74;17;81;6.2;25;16;9;64;3.7;11931;82
3329;The Year My Voice Broke;94347;7.1;15;14;1;93;0;4;4;0;100;4.1;242;89
3330;Splendor in the Grass;55471;7.2;13;11;2;84;0;0;0;0;0;0;0;0
3331;My Tutor;85980;0;0;0;0;0;0;0;0;0;0;0;0;0
3332;The Legend of Lobo;56173;0;1;0;1;0;0;0;0;0;0;0;0;0
3333;The Killing of Sister George;63185;6.5;12;9;3;75;0;1;0;1;0;4;248;85
3334;Key Largo;40506;8.1;26;25;1;96;0;3;2;1;66;0;0;0
3335;Jailbait;364435;4.3;18;3;15;16;3.9;7;1;6;14;3.7;257;62
3336;It Happened Here;55024;6.9;6;4;2;66;0;1;1;0;100;3.4;278;63
3337;I'll Never Forget What's'isname;61801;0;1;1;0;100;0;0;0;0;0;0;0;0
3338;For All Mankind;97372;8.1;14;13;1;92;0;1;1;0;100;4.1;579;91
3339;Cross of Iron;74695;6.3;14;11;3;78;0;1;0;1;0;0;0;0
3340;Bride of the Monster;47898;3.8;8;3;5;37;0;0;0;0;0;0;0;0
3341;Born Yesterday;42276;8.1;20;19;1;95;0;2;1;1;50;3.9;1132;86
3342;Birdy;86969;7.4;25;22;3;88;0;3;2;1;66;3.8;2454;82
3343;Et Dieu... créa la femme;49189;6.2;11;8;3;72;0;1;0;1;0;3;1435;52
3344;Blood Feast;56875;4.2;11;4;7;36;0;0;0;0;0;0;0;0
3345;Charlie, the Lonesome Cougar;62793;0;1;1;0;100;0;0;0;0;0;0;0;0
3347;Never Cry Wolf;86005;7.7;17;17;0;100;0;4;4;0;100;3.7;962;80
3348;The Night Visitor;66141;0;4;1;3;25;0;1;0;1;0;3;54;50
3349;The Perils of Pauline;39698;0;0;0;0;0;0;0;0;0;0;0;0;0
3350;A Raisin in the Sun;55353;8.1;12;12;0;100;0;1;1;0;100;3.8;1378;83
3351;Two Thousand Maniacs!;58694;4.5;13;4;9;30;0;0;0;0;0;0;0;0
3352;Brown's Requiem;171135;6;6;3;3;50;0;0;0;0;0;0;0;0
3353;The Closer You Get;218112;5.4;19;6;13;31;0;3;1;2;33;3.1;100;56
3354;Mission to Mars;183523;0;0;0;0;0;0;0;0;0;0;0;0;0
3355;The Ninth Gate;142688;4.9;85;35;50;41;4;24;6;18;25;3.2;23993;60
3357;Est - Ouest;181530;6.6;29;20;9;68;6.3;5;2;3;40;4;588;85
3358;Defending Your Life;101698;7.6;27;26;1;96;0;3;3;0;100;3.6;2592;76
3359;Breaking Away;78902;8.2;33;31;2;93;8.3;5;5;0;100;3.9;2650;84
3360;Hoosiers;91217;7.4;42;37;5;88;7.4;9;8;1;88;3.7;10169;87
3361;Bull Durham;94812;7.9;45;44;1;97;7.9;7;7;0;100;3.4;8264;78
3362;Dog Day Afternoon;72890;8.5;35;34;1;97;6.9;6;5;1;83;4;18531;91
3363;American Graffiti;69704;8.3;32;31;1;96;0;4;4;0;100;3.6;12630;78
